0; 1030875121
1; 1002838571
2; 977115784
3; 951484015
4; 925988286
5; 900673882
6; 877690024
7; 856813794
8; 835938530
9; 815063294
10; 794188058
11; 773313291
12; 752483311
13; 731698398
14; 711048309
15; 690400016
16; 669799285
17; 649199719
18; 628602368
19; 608005826
20; 587409312
21; 566812798
22; 546428616
23; 530215409
24; 514006197
25; 497800018
26; 481596422
27; 465396502
28; 449206234
29; 433103219
30; 417012557
31; 400940628
32; 384884941
33; 368875439
34; 352883203
35; 336936308
36; 321053564
37; 305186644
38; 289435892
39; 273897994
40; 258416492
41; 243007553
42; 229843129
43; 218590099
44; 207383128
45; 196203503
46; 185186558
47; 174670522
48; 164479004
49; 154379286
50; 144304999
51; 134305949
52; 124690145
53; 115663950
54; 106867703
55; 98120029
56; 89386073
57; 80724517
58; 73076290
59; 66006009
60; 61498542
61; 57123447
62; 52797714
63; 48768614
64; 45830785
65; 42963240
66; 40153388
67; 37343520
68; 35593621
69; 34054187
70; 33223962
71; 32485766
72; 31726381
73; 30972070
74; 30250831
75; 29574185
76; 28962382
77; 28316660
78; 27604022
79; 26879899
80; 26185314
81; 25558177
82; 24989315
83; 24507079
84; 23862476
85; 23156692
86; 22419249
87; 21717186
88; 21097709
89; 20623750
90; 20254670
91; 20023051
92; 19554040
93; 18904462
94; 18207169
95; 17480722
96; 16847112
97; 16386685
98; 16009125
99; 15747210
100; 15684025
101; 15592088
102; 15292883
103; 14874156
104; 14098248
105; 13363599
106; 12666890
107; 12105724
108; 11692791
109; 11387330
110; 11204575
111; 11264010
112; 11385465
113; 11657277
114; 11539911
115; 11350924
116; 10829807
117; 10202760
118; 9411804
119; 8704077
120; 8102137
121; 7612702
122; 7269490
123; 6975148
124; 6860151
125; 6823757
126; 7051659
127; 7295680
128; 7662068
129; 7981601
130; 8136525
131; 8192238
132; 8008712
133; 7737353
134; 6881349
135; 6269174
136; 5572117
137; 5091417
138; 4441132
139; 4052940
140; 3787497
141; 3647524
142; 3501682
143; 3439333
144; 3488589
145; 3583411
146; 4009556
147; 3999350
148; 4510747
149; 4773158
150; 5291784
151; 5472478
152; 6362876
153; 6115449
154; 5854222
155; 5540201
156; 5120915
157; 4696014
158; 4117770
159; 3702934
160; 3030272
161; 2517111
162; 2248521
163; 2162227
164; 2171547
165; 2077092
166; 2037251
167; 2085643
168; 1984337
169; 2040303
170; 1994789
171; 2132842
172; 2031777
173; 2192961
174; 2263664
175; 2213152
176; 2400269
177; 3178649
178; 3249456
179; 3363713
180; 3566408
181; 3992159
182; 4608402
183; 5070506
184; 5332534
185; 5152396
186; 4683441
187; 4283689
188; 4048627
189; 3054400
190; 2362473
191; 2248208
192; 2577862
193; 2228967
194; 2044118
195; 2325826
196; 2021241
197; 2035219
198; 2132978
199; 1965069
200; 2181788
201; 1951102
202; 2014259
203; 1958736
204; 1934029
205; 2060996
206; 2028283
207; 1964894
208; 2047678
209; 2025292
210; 1956222
211; 2393458
212; 2065544
213; 1977961
214; 1977164
215; 2153583
216; 2837106
217; 2485020
218; 2307584
219; 2198654
220; 2139514
221; 2133170
222; 2315161
223; 2520189
224; 2797391
225; 3287975
226; 3954529
227; 4640962
228; 5306365
229; 5877935
230; 6424639
231; 6676592
232; 6202332
233; 5010603
234; 4052599
235; 3238688
236; 3083504
237; 3806644
238; 2562206
239; 2183681
240; 2335538
241; 3305833
242; 2224199
243; 2052165
244; 2633356
245; 2246947
246; 2003664
247; 2560914
248; 2065547
249; 2049200
250; 2615777
251; 2011220
252; 2289950
253; 1985875
254; 2045391
255; 1998925
256; 1988990
257; 2018349
258; 1960844
259; 2001929
260; 1956587
261; 1954104
262; 1963313
263; 1939904
264; 2071385
265; 2050066
266; 2599879
267; 2003526
268; 1970857
269; 2025932
270; 2031552
271; 2456208
272; 1983521
273; 2007831
274; 2870306
275; 2047113
276; 1970734
277; 2565567
278; 2103443
279; 1998959
280; 2172050
281; 2599569
282; 2052038
283; 1975921
284; 2396030
285; 2826489
286; 2139844
287; 2046217
288; 2206945
289; 3252665
290; 2849272
291; 2225734
292; 2263599
293; 2195710
294; 2741734
295; 4401086
296; 3422360
297; 2856942
298; 2733687
299; 3424829
300; 3829232
301; 4616031
302; 5819790
303; 7522704
304; 8810295
305; 8328220
306; 8070760
307; 7390886
308; 7096317
309; 6719834
310; 6092252
311; 5405459
312; 4667988
313; 4303492
314; 3833188
315; 3235303
316; 2857841
317; 2625280
318; 2543755
319; 2530444
320; 2231996
321; 2094203
322; 2056951
323; 2085052
324; 2166470
325; 2266780
326; 2456786
327; 2738037
328; 3148116
329; 3780948
330; 3234828
331; 2579206
332; 2235362
333; 2102763
334; 1983510
335; 1958203
336; 2086707
337; 2184306
338; 2631698
339; 3550324
340; 2289596
341; 2077162
342; 2000452
343; 1966745
344; 2037159
345; 2458632
346; 2774877
347; 2030898
348; 2010951
349; 2025407
350; 2009880
351; 2693640
352; 2141107
353; 2065045
354; 2602686
355; 1965679
356; 2664140
357; 2043723
358; 2028029
359; 2118908
360; 2023844
361; 3000519
362; 1935363
363; 3112266
364; 1994903
365; 3685333
366; 1973890
367; 3237599
368; 1955794
369; 3203513
370; 1944720
371; 2278938
372; 2075214
373; 2101919
374; 2198045
375; 1943660
376; 3440819
377; 1954157
378; 2183974
379; 2232113
380; 1969204
381; 2796573
382; 2015048
383; 2115592
384; 2270412
385; 1971000
386; 2289005
387; 2128659
388; 1994180
389; 2295229
390; 2132854
391; 2013587
392; 2162737
393; 2292002
394; 2141911
395; 2048372
396; 2026271
397; 2638474
398; 2068483
399; 2214687
400; 3464317
401; 1967913
402; 2084858
403; 2190811
404; 1955504
405; 3034451
406; 2223805
407; 2067188
408; 2455272
409; 2024054
410; 3013814
411; 2168289
412; 2158841
413; 2392558
414; 1933070
415; 4099270
416; 1966174
417; 2470498
418; 2161039
419; 2015418
420; 2789044
421; 1979265
422; 4491855
423; 2034322
424; 2928024
425; 2039622
426; 2239045
427; 2306418
428; 2082399
429; 3032366
430; 1993373
431; 4418893
432; 2813371
433; 4829422
434; 2242526
435; 3827221
436; 2077688
437; 3203793
438; 2273750
439; 2764511
440; 2255826
441; 2497511
442; 2348814
443; 2499176
444; 2542146
445; 2539467
446; 2946078
447; 2960499
448; 3485834
449; 3764995
450; 4527909
451; 4862753
452; 5570062
453; 6414355
454; 7075926
455; 7924066
456; 8361905
457; 9302588
458; 8519460
459; 10757606
460; 9064905
461; 12146365
462; 9378041
463; 13898096
464; 8453775
465; 10353654
466; 7233442
467; 7610644
468; 5517870
469; 5309124
470; 4604762
471; 4181587
472; 4797005
473; 2992369
474; 7329335
475; 2790739
476; 4086106
477; 2483455
478; 2535355
479; 2494952
480; 2205442
481; 4540929
482; 3112666
483; 4820990
484; 2084812
485; 2486584
486; 2318703
487; 2054827
488; 4572166
489; 2792432
490; 3580920
491; 2012745
492; 2079944
493; 2986646
494; 2262610
495; 4674383
496; 1971123
497; 2217212
498; 2511093
499; 2049251
500; 5056385
501; 1947208
502; 2217190
503; 2472660
504; 2054917
505; 4162438
506; 1994490
507; 2167009
508; 2740022
509; 2394831
510; 2974291
511; 2010116
512; 2149832
513; 3881390
514; 1956701
515; 2288826
516; 2242716
517; 2013699
518; 3115806
519; 2009889
520; 2235579
521; 3896586
522; 1975391
523; 2201740
524; 2384390
525; 2550461
526; 2368043
527; 2091539
528; 1943873
529; 3171165
530; 2105813
531; 2550204
532; 4769397
533; 2209124
534; 2141324
535; 3186586
536; 1949293
537; 2197470
538; 2467693
539; 1976924
540; 2052563
541; 2234803
542; 2239343
543; 2041883
544; 2130100
545; 2902637
546; 2089577
547; 2123700
548; 2784066
549; 2079569
550; 2133430
551; 2929310
552; 2017366
553; 2100710
554; 2348509
555; 2035883
556; 2174629
557; 2101891
558; 1965692
559; 2484235
560; 2065997
561; 2012626
562; 3543634
563; 2342402
564; 2690122
565; 5436761
566; 2278627
567; 2157209
568; 2539494
569; 1953345
570; 2429429
571; 1990040
572; 2004272
573; 2534738
574; 1966925
575; 2844234
576; 2152131
577; 2563047
578; 4175984
579; 1992492
580; 2304603
581; 1991153
582; 1990732
583; 2643607
584; 2156749
585; 3671859
586; 2474961
587; 2024979
588; 2317807
589; 2049763
590; 4219522
591; 2007582
592; 2969102
593; 2155868
594; 1987092
595; 2343843
596; 2051512
597; 3758881
598; 2236165
599; 3897354
600; 2033834
601; 2170111
602; 1977863
603; 1960594
604; 2307080
605; 1991602
606; 4108005
607; 2314180
608; 4466467
609; 2048802
610; 3490455
611; 1978900
612; 2199737
613; 1952864
614; 2020689
615; 1997593
616; 1948797
617; 2272042
618; 1991707
619; 2533557
620; 1981252
621; 3496148
622; 1973477
623; 3629359
624; 2067374
625; 5328923
626; 2341436
627; 5209840
628; 2539769
629; 6072125
630; 2366209
631; 4531766
632; 2297659
633; 5747360
634; 2289089
635; 4490272
636; 2342687
637; 6351923
638; 2431223
639; 4373949
640; 2067271
641; 4856591
642; 2003228
643; 3024005
644; 2043986
645; 3102674
646; 1979218
647; 2360538
648; 2790896
649; 2138407
650; 2025899
651; 2134468
652; 2176605
653; 1952149
654; 2409749
655; 2333206
656; 2527831
657; 1963647
658; 5688142
659; 1993673
660; 2808217
661; 2248505
662; 2536943
663; 1957469
664; 2168525
665; 2230784
666; 2024354
667; 2995475
668; 2055530
669; 3266389
670; 1962943
671; 3471424
672; 1999380
673; 2403306
674; 2186106
675; 2057216
676; 3153256
677; 2019741
678; 3388955
679; 2192713
680; 2538014
681; 2002438
682; 2634544
683; 2031942
684; 1968897
685; 6636352
686; 1985812
687; 2019050
688; 2509257
689; 2040849
690; 3089474
691; 2087067
692; 2401615
693; 2847075
694; 2141798
695; 2184892
696; 2652514
697; 2784508
698; 2100052
699; 2529997
700; 2063409
701; 3817281
702; 2209243
703; 2201788
704; 3006749
705; 2114210
706; 3154263
707; 2094974
708; 2519595
709; 3081678
710; 2151165
711; 3253075
712; 2156852
713; 2231789
714; 2723400
715; 2120722
716; 3070334
717; 2664065
718; 2289563
719; 2313751
720; 2311169
721; 2250144
722; 2543033
723; 2949472
724; 2141160
725; 3300481
726; 3112816
727; 1962456
728; 2117912
729; 2048752
730; 7073740
731; 1990809
732; 2100049
733; 1946542
734; 3289810
735; 2850330
736; 2223367
737; 2136690
738; 2774248
739; 2827105
740; 2093833
741; 4540085
742; 2168331
743; 2426892
744; 1953954
745; 2664134
746; 3085462
747; 2259423
748; 2023522
